Country,State,Route,Active,Latitude,Longitude,Stratum,BCR
840,51,20,1,30.7939126,-89.7137542,4,27
840,51,22,1,34.2998857,-88.5977339,4,27
840,51,23,1,33.1507326,-88.6241136,4,27
840,51,25,1,33.8691757,-88.6571809,4,27
840,51,26,1,32.5003056,-88.9270272,4,27
840,51,27,1,31.2334957,-88.7900629,4,27
840,51,28,1,31.6890917,-88.5298989,4,27
840,51,30,1,30.8158367,-88.7684399,3,27
840,51,31,1,31.7258462,-89.3435859,4,27
840,51,32,1,32.5813361,-89.8675417,4,27
840,51,33,1,31.5323896,-90.1565225,4,27
840,51,34,1,33.6053333,-91.11808,5,26
840,51,35,1,32.1287076,-90.749474,4,27
840,51,36,1,32.4505861,-90.8809066,4,26
840,51,37,1,31.0534826,-89.2701391,3,27
840,51,38,1,33.1294539,-89.1031668,4,27
840,51,39,1,34.1629417,-89.6794343,4,27
840,51,40,1,33.9667056,-90.7664328,5,26
840,51,41,1,34.3507798,-89.1849649,4,27
840,51,42,1,34.6420194,-88.1386101,4,27
840,51,43,1,31.0239867,-90.574498,3,27
840,51,104,1,34.4218377,-90.4983459,5,26
840,51,111,1,34.9641831,-89.6888585,4,27
840,51,113,1,33.5589457,-89.3902589,4,27
840,51,119,1,30.6193407,-89.5109799,3,27
840,51,224,1,32.8330316,-88.4874274,4,27
840,51,901,1,31.9621774,-89.2120306,4,27
840,51,902,1,32.4750637,-88.7854619,4,27
840,51,903,1,32.6458127,-90.721818,5,26
840,51,904,1,33.7693377,-90.1416549,5,26
840,51,905,1,33.9855857,-90.1939619,5,26
840,52,1,1,36.8252566,-89.2477946,5,26
840,52,2,1,36.5936897,-90.7479869,19,24
840,52,3,1,36.8637267,-91.6865341,19,24
840,52,4,1,36.857026,-92.5003493,19,24
840,52,5,1,36.6608617,-93.9101019,19,24
840,52,6,1,36.5642282,-94.2388636,19,24
840,52,7,1,37.3066269,-89.526555,5,26
840,52,8,1,37.2598585,-90.3074923,19,24
840,52,10,1,37.3759607,-91.5529269,19,24
840,52,11,1,37.9039787,-91.4239279,19,24
840,52,13,1,37.5143127,-92.9258039,19,24
840,52,14,1,37.4542087,-93.513291,33,24
840,52,15,1,37.7705887,-93.8518459,33,22
840,52,16,1,37.1404034,-94.1191991,33,24
840,52,18,1,38.0833137,-91.9847259,19,24
840,52,19,1,38.9160367,-91.6100939,31,22
840,52,20,1,38.2794376,-92.900614,19,24
840,52,21,1,38.5860411,-92.434843,19,24
840,52,27,1,39.4571477,-92.1893609,31,22
840,52,28,1,39.4294496,-92.5567869,31,22
840,52,52,1,36.9623781,-90.5490559,19,24
840,52,53,1,36.7289917,-90.9894119,19,24
840,52,54,1,36.6429207,-92.9744729,19,24
840,52,56,1,37.2408609,-89.8075467,19,24
840,52,57,1,37.6791707,-90.0763459,19,24
840,52,58,1,37.5165109,-91.0309594,19,24
840,52,61,1,38.3512407,-91.8060379,19,24
840,52,62,1,38.1619747,-92.5999229,19,24
840,52,66,1,39.7948327,-93.1267409,32,22
840,52,71,1,40.025462,-95.0331182,32,22
840,52,109,1,37.6701567,-90.6467484,19,24
840,52,122,1,38.4464167,-93.2211229,33,24
840,52,124,1,38.6698532,-94.1050404,33,22
840,52,131,1,39.7131417,-94.0662299,32,22
840,52,133,1,40.4712811,-91.7164602,32,22
840,52,137,1,40.4657727,-95.2344499,32,22
840,59,1,1,39.8314157,-75.1462189,4,30
840,59,2,1,39.3852634,-75.3494715,4,30
840,59,3,1,39.5314149,-75.1074594,4,30
840,59,6,1,39.7769177,-74.9720939,4,30
840,59,10,1,40.5089177,-74.9307429,10,29
840,59,13,1,40.1672217,-74.0627799,4,30
840,59,19,1,41.1181687,-74.7967659,13,28
840,59,20,1,40.6572687,-75.0997599,13,28
840,59,21,1,41.3073947,-74.6772749,13,28
840,59,23,1,40.7140195,-74.7198716,10,29
840,59,26,1,40.4002128,-74.5197857,4,30
840,59,28,1,39.7511224,-74.585006,4,30
840,59,104,1,39.6959057,-75.4681439,4,30
840,59,107,1,39.6694554,-74.913799,4,30
840,59,114,1,40.5,-74.933333,10,29
840,59,116,1,40.8833603,-75.0589721,12,28
840,59,231,1,39.0178043,-74.9008117,4,30
840,61,3,1,40.8996977,-73.3894649,9,30
840,61,8,1,41.9708297,-73.9211209,13,13
840,61,9,1,41.7522667,-73.9895919,13,13
840,61,11,1,41.3812217,-74.4140959,13,28
840,61,13,1,41.5334407,-74.5802369,13,28
840,61,15,1,41.4526297,-74.5049339,13,28
840,61,18,1,42.3521387,-73.9939669,13,13
840,61,33,1,42.0123327,-75.8032509,24,28
840,61,36,1,42.4021987,-75.6038909,24,28
840,61,41,1,42.5202627,-76.2599639,24,28
840,61,43,1,42.5515907,-76.6333469,24,13
840,61,44,1,42.0423777,-76.0359509,24,28
840,61,49,1,42.6688307,-77.2251299,24,13
840,61,50,1,42.7071007,-77.5926879,24,13
840,61,90,1,43.2108147,-73.4141749,13,13
840,61,111,1,42.0836187,-78.5902949,24,28
840,61,120,1,42.8235737,-73.7328189,13,13
840,61,207,1,41.3311577,-73.6805499,12,30
840,63,2,1,34.95713,-76.65516,3,27
840,63,3,1,34.1327657,-77.8775469,3,27
840,63,4,1,34.5342189,-78.0716243,3,27
840,63,5,1,34.3209605,-78.5992368,3,27
840,63,10,1,35.9691437,-77.4434709,3,27
840,63,11,1,35.2819414,-77.7112775,4,27
840,63,12,1,35.6755372,-78.3220803,4,29
840,63,13,1,35.4161407,-78.0698959,4,27
840,63,14,1,35.9898149,-79.4688523,11,29
840,63,17,1,35.2194291,-80.2919201,11,29
840,63,23,1,36.3581287,-76.9786679,3,27
840,63,24,1,36.2540309,-77.9795614,11,29
840,63,25,1,36.0593305,-78.4863356,11,29
840,63,27,1,36.2898447,-80.6415019,11,29
840,63,30,1,35.316016,-83.2186082,23,28
840,63,101,1,33.9225168,-78.2125169,3,27
840,63,106,1,34.4715967,-79.2005609,4,27
840,63,107,1,35.8639187,-75.8611599,3,27
840,63,108,1,35.0476517,-76.9044781,3,27
840,63,109,1,35.6919219,-76.9896438,3,27
840,63,116,1,35.8549613,-81.0657464,11,29
840,63,119,1,35.8278747,-81.6405339,11,29
840,63,121,1,35.5865273,-82.4803436,23,28
840,63,202,1,34.9312881,-76.8406017,3,27
840,63,204,1,34.5909333,-77.7928721,3,27
840,63,205,1,34.4014777,-78.0548779,3,27
840,63,206,1,34.8933417,-78.5809019,4,27
840,63,207,1,34.8475995,-79.8554411,4,27
840,63,208,1,35.4900673,-76.543981,3,27
840,63,210,1,35.8648907,-77.7211309,4,27
840,63,212,1,35.5245603,-78.9085878,4,27
840,63,213,1,35.3169181,-78.0169365,4,27
840,63,215,1,35.3388703,-79.8019587,11,29
840,63,216,1,35.2425117,-80.6631699,11,29
840,63,217,1,35.9287265,-80.7208082,11,29
840,63,218,1,35.5089219,-81.4564775,11,29
840,63,220,1,35.9105725,-82.6486108,23,28
840,63,221,1,35.2966047,-82.3863829,23,28
840,63,222,1,35.1673667,-84.0448309,23,28
840,63,224,1,35.9991587,-77.8356539,4,27
840,63,225,1,36.0899346,-78.9520912,11,29
840,63,228,1,36.2714197,-81.5907129,23,28
840,63,230,1,36.1444727,-76.4471289,3,27
840,63,231,1,36.5332729,-77.3771141,4,27
840,63,232,1,36.4516207,-78.4392029,11,29
840,63,233,1,36.2956484,-79.4955592,11,29
840,63,301,1,36.5567273,-81.4877504,23,28
840,63,303,1,36.4747308,-79.1152367,11,29
840,63,304,1,36.176991,-78.2113363,11,29
840,63,305,1,36.4653338,-77.694212,4,27
840,63,306,1,36.1860407,-76.0089199,3,27
840,63,307,1,34.9969557,-83.9654629,23,28
840,63,308,1,35.1436807,-82.8386369,23,28
840,63,309,1,35.2125177,-82.0002509,11,29
840,63,311,1,35.1020747,-77.1960089,3,27
840,63,312,1,35.2683392,-78.052876,4,27
840,63,313,1,35.7523027,-77.2310819,3,27
840,63,314,1,35.1749287,-79.3606499,4,27
840,63,315,1,34.9528807,-79.2812189,4,27
840,63,316,1,34.9303027,-78.8536599,4,27
840,63,317,1,34.9002767,-77.3607189,3,27
840,63,318,1,35.5906977,-79.3326419,11,29
840,63,329,1,36.4199384,-75.9245906,3,27
840,63,419,1,35.266597,-76.996044,3,27
840,63,900,1,35.0090297,-79.3092799,4,27
840,63,902,1,35.0457687,-77.0695279,3,27
840,63,903,1,34.7300597,-76.9359209,3,27
840,63,905,1,36.5503967,-76.5500199,3,27
840,63,906,1,35.7720827,-83.1013189,23,28
840,63,909,1,35.8568197,-81.7896509,23,28
840,63,910,1,35.0399431,-83.2023406,23,28
840,63,913,1,35.6115051,-77.0140105,3,27
840,63,915,1,35.2353943,-76.9257639,3,27
840,66,1,1,41.5501237,-84.3898389,16,22
840,66,17,1,41.4687714,-81.0750897,24,13
840,66,25,1,40.9809757,-84.1972889,16,22
840,66,34,1,40.5642137,-83.0386289,31,22
840,66,35,1,40.246894,-83.2978987,31,22
840,66,39,1,40.4606653,-82.6249903,31,13
840,66,46,1,40.6059796,-81.1683844,22,28
840,66,49,1,40.1062833,-81.8999167,22,28
840,66,58,1,39.6578707,-84.3980039,31,22
840,66,60,1,39.493375,-84.6652972,31,22
840,66,64,1,39.3611652,-83.8637013,15,22
840,66,72,1,39.1991097,-82.6751939,22,28
840,66,73,1,39.3166637,-82.1680389,22,28
840,66,74,1,39.1527143,-82.9107789,22,28
840,66,75,1,39.9655986,-82.5305735,22,13
840,66,76,1,39.2309737,-82.2853793,22,28
840,66,82,1,39.2701767,-81.8827139,22,28
840,66,83,1,39.8938347,-81.6718899,22,28
840,66,85,1,38.9081057,-83.7588579,15,22
840,66,86,1,38.6696358,-83.4163514,15,24
840,66,87,1,38.8817267,-82.7884369,22,28
840,66,107,1,41.5440972,-83.4580032,16,22
840,66,113,1,41.4083645,-82.8822098,16,22
840,66,148,1,40.3076787,-81.5841149,22,28
840,66,150,1,40.1037173,-81.4172305,22,28
840,66,157,1,40.9118093,-80.5379536,24,28
840,66,161,1,39.4989563,-84.0134234,15,22
840,66,165,1,39.5569036,-83.8484908,31,22
840,66,168,1,39.8881087,-83.9166709,31,22
840,66,181,1,39.5671857,-81.5807429,22,28
840,66,251,1,40.2967664,-81.8718895,22,28
840,66,901,1,38.6865963,-82.6150863,22,28
840,66,904,1,39.3754092,-82.7626109,22,28
840,66,906,1,39.4318937,-81.8838039,22,28
840,66,952,1,38.649962,-83.1869915,22,28
840,67,1,1,34.5662622,-94.7071599,19,25
840,67,5,1,34.448321,-96.828193,33,21
840,67,14,1,35.1013362,-96.434896,33,21
840,67,15,1,35.7262277,-96.1218109,33,21
840,67,17,1,35.1750957,-97.4236139,33,21
840,67,20,1,35.4656557,-99.7351069,54,19
840,67,21,1,35.2628247,-99.8852919,54,19
840,67,23,1,36.9173437,-95.1256319,33,22
840,67,24,1,36.4091897,-95.8134099,33,22
840,67,26,1,36.7671854,-96.0624096,33,21
840,67,30,1,36.6600227,-98.9715489,34,19
840,67,50,1,33.9247807,-94.5655139,4,25
840,67,51,1,34.5280637,-94.9309459,19,25
840,67,54,1,34.4198537,-97.4574519,33,21
840,67,58,1,35.7256547,-95.5709839,33,22
840,67,61,1,35.3485437,-98.3945919,54,19
840,67,63,1,36.3215256,-94.6654907,19,24
840,67,64,1,36.2929021,-95.6865475,33,22
840,67,65,1,36.7524787,-96.3635719,33,22
840,67,67,1,36.6516197,-98.1634589,35,19
840,67,103,1,34.5284297,-95.3548669,19,25
840,67,106,1,34.3763967,-97.8588019,35,21
840,67,125,1,36.3614547,-96.0493689,33,21
840,67,900,1,34.7654129,-94.6223207,19,25
840,67,901,1,34.73613,-98.5225,54,19
840,67,905,1,34.2484599,-94.78207,19,25
840,67,906,1,34.3930749,-94.653845,19,25
840,67,907,1,34.7527798,-98.7819333,54,19
840,72,2,1,41.6375228,-80.4945401,24,13
840,72,6,1,41.5335247,-79.3470999,24,28
840,72,17,1,41.4207597,-78.7387779,24,28
840,72,21,1,41.2725507,-77.2415709,24,28
840,72,25,1,41.0712247,-77.2939995,13,28
840,72,29,1,41.3121387,-76.6638159,24,28
840,72,34,1,41.4410897,-76.9073399,24,28
840,72,35,1,41.2289,-76.4559998,13,28
840,72,36,1,41.1152527,-76.4792479,13,28
840,72,38,1,41.7057127,-75.7927799,24,28
840,72,42,1,41.2581129,-75.231938,24,28
840,72,43,1,41.9413666,-75.6172024,24,28
840,72,48,1,40.0771657,-80.3260179,22,28
840,72,49,1,40.6243617,-79.2376019,22,28
840,72,50,1,40.8479343,-79.5569899,22,28
840,72,54,1,40.6673234,-79.2349941,22,28
840,72,56,1,40.8006168,-79.3662002,22,28
840,72,59,1,40.335141,-78.329529,13,28
840,72,62,1,40.4467888,-78.339499,13,28
840,72,63,1,40.7309987,-78.2178879,13,28
840,72,64,1,40.5712157,-78.1386279,13,28
840,72,68,1,40.3760787,-77.6852029,13,28
840,72,70,1,40.0572077,-77.0638289,10,28
840,72,71,1,40.6956947,-77.8942099,13,28
840,72,72,1,40.5680517,-77.3969039,13,28
840,72,76,1,40.2118951,-76.7190419,13,28
840,72,79,1,40.4840637,-76.7674909,13,28
840,72,83,1,40.7874732,-75.9610008,13,28
840,72,84,1,40.168557,-75.4610252,10,29
840,72,85,1,40.6899507,-75.9991309,13,28
840,72,86,1,40.8040057,-75.3435909,13,28
840,72,88,1,39.9302972,-80.0595075,22,28
840,72,126,1,41.4517767,-77.2775949,24,28
840,72,127,1,41.2137917,-77.0343089,13,28
840,72,132,1,41.546735,-76.9628251,24,28
840,72,145,1,40.9179173,-80.1512697,22,28
840,72,151,1,40.3748197,-79.5781489,22,28
840,72,165,1,40.3267106,-77.3695842,13,28
840,72,166,1,40.238028,-77.668064,13,28
840,72,173,1,40.5023917,-76.9345269,13,28
840,72,174,1,40.1439152,-76.464419,10,29
840,72,177,1,40.2721512,-76.4627658,10,29
840,72,178,1,40.18613,-76.283221,10,28
840,72,180,1,40.2953187,-76.3233736,13,28
840,72,181,1,40.4295725,-75.2922457,10,29
840,72,182,1,40.2282327,-75.6611919,10,29
840,72,187,1,40.6352688,-75.9949941,13,28
840,72,189,1,39.9853173,-79.4174638,24,28
840,72,192,1,39.8666007,-78.1771689,13,28
840,72,194,1,39.7442404,-77.4911579,13,28
840,72,195,1,39.7690727,-76.4670089,10,29
840,72,196,1,39.9214279,-76.8883173,10,29
840,72,198,1,39.7863078,-75.8170428,10,29
840,72,275,1,40.2005127,-76.1717449,10,29
840,72,901,1,41.6174687,-76.2827769,24,28
840,72,903,1,40.829387,-75.5231529,24,28
840,72,907,1,41.4430932,-76.2415237,24,28
840,77,4,1,41.9898687,-71.7364119,12,30
840,77,800,1,41.2239857,-71.5653939,9,30
840,80,2,1,33.2862522,-79.6942904,3,27
840,80,3,1,32.2511024,-81.0334581,3,27
840,80,4,1,33.6458617,-79.4348459,3,27
840,80,5,1,33.3222497,-80.4614109,4,27
840,80,6,1,34.0240154,-79.7849141,4,27
840,80,8,1,33.6937497,-81.4906299,4,27
840,80,9,1,33.7228886,-81.3572843,4,27
840,80,10,1,34.5006527,-79.4239119,4,27
840,80,11,1,34.1944419,-80.2141711,4,27
840,80,18,1,34.6616003,-83.2805093,11,29
840,80,21,1,33.8064239,-82.2729506,11,29
840,80,23,1,33.54348,-81.67438,4,27
840,80,25,1,35.055104,-82.15584,11,29
840,80,26,1,34.388972,-81.735572,11,29
840,80,27,1,34.194067,-79.073733,3,27
840,80,28,1,33.697569,-79.635523,3,27
840,80,30,1,34.319833,-80.9424,4,29
840,80,31,1,34.926442,-83.014022,11,29
840,80,50,1,35.0799639,-81.5465039,11,29
840,80,51,1,34.0395565,-82.0911916,11,29
840,80,53,1,34.5830237,-80.4444509,4,27
840,80,54,1,34.7417067,-79.8130029,4,27
840,80,55,1,33.1451427,-81.0479519,4,27
840,80,57,1,33.6193783,-79.327825,3,27
840,80,58,1,32.7502126,-81.0471784,4,27
840,80,59,1,32.5362314,-80.6830998,3,27
840,80,101,1,32.9525947,-80.2609479,3,27
840,80,112,1,34.6203357,-80.7700429,11,29
840,80,114,1,34.0867789,-81.4778659,11,29
840,80,116,1,34.6896995,-82.6539427,11,29
840,80,117,1,34.7522612,-82.1092506,11,29
840,80,119,1,35.0971457,-81.9817129,11,29
840,80,900,1,34.5478477,-80.1728969,4,27
840,80,901,1,32.6041275,-80.1555591,3,27
840,82,1,1,36.4175101,-89.4379279,5,26
840,82,2,1,36.3065622,-89.3646928,5,26
840,82,3,1,35.0517759,-89.3754293,4,27
840,82,4,1,35.5377957,-89.3824309,4,27
840,82,6,1,35.3612207,-89.0787139,4,27
840,82,8,1,36.178722,-88.314377,4,27
840,82,9,1,35.4115013,-88.5485594,4,27
840,82,10,1,35.3431047,-88.8148959,4,27
840,82,11,1,35.9420253,-88.9027887,4,27
840,82,12,1,35.8134197,-88.8621969,4,27
840,82,13,1,36.1745577,-86.9969029,14,24
840,82,15,1,35.1607149,-87.6852374,14,24
840,82,16,1,35.8791357,-87.3276749,14,24
840,82,17,1,35.3492078,-87.1440788,14,24
840,82,18,1,35.4941757,-87.6791989,14,24
840,82,19,1,36.3259217,-86.3315439,14,24
840,82,20,1,36.5086597,-86.6658089,14,24
840,82,21,1,35.3350377,-86.6657259,14,24
840,82,22,1,35.8589627,-86.8259959,14,24
840,82,23,1,35.7357596,-86.1676666,14,24
840,82,25,1,36.0984567,-85.7051469,14,24
840,82,26,1,36.5041157,-85.6700349,14,24
840,82,27,1,35.3801394,-85.9158515,14,24
840,82,29,1,35.1735485,-85.6693511,21,28
840,82,34,1,36.0487507,-84.3482669,21,28
840,82,40,1,35.9074137,-83.9205469,13,28
840,82,41,1,36.0465477,-82.9128272,13,28
840,82,42,1,36.3180044,-82.077152,23,28
840,82,114,1,36.5507429,-87.7500558,14,24
840,82,128,1,35.1093452,-85.3637195,21,28
840,82,130,1,35.3018852,-85.1666632,21,28
840,82,135,1,35.1013137,-84.3982929,23,28
840,82,139,1,35.7304657,-83.8099149,23,28
840,82,900,1,35.0073537,-84.6889719,23,28
840,82,901,1,35.3452907,-84.3965529,23,28
840,82,902,1,35.3429377,-84.2305069,23,28
840,82,903,1,35.6843537,-83.5358349,23,28
840,82,904,1,35.6068456,-83.7864779,23,28
840,83,11,1,28.9083337,-95.6139832,6,37
840,83,13,1,28.5227307,-96.5045939,6,37
840,83,15,1,28.9215455,-97.9666688,7,21
840,83,17,1,28.6737143,-98.38854,7,21
840,83,20,1,29.6706502,-94.3415601,6,37
840,83,21,1,29.7343527,-94.4007057,6,37
840,83,22,1,29.1267731,-95.2442265,6,37
840,83,23,1,29.7863554,-95.831598,6,37
840,83,24,1,29.0185167,-96.9354075,6,21
840,83,25,1,29.5342447,-96.5090789,6,37
840,83,26,1,29.7858555,-97.0259942,8,21
840,83,27,1,29.8219637,-97.7494969,8,21
840,83,28,1,29.8739777,-98.6494589,53,20
840,83,32,1,30.7962929,-94.0899029,4,25
840,83,33,1,30.7110692,-94.9336495,4,25
840,83,34,1,30.5338929,-95.5021369,4,25
840,83,41,1,30.9594551,-98.7351553,53,20
840,83,42,1,30.3551169,-99.1490406,53,20
840,83,44,1,31.2015816,-94.8143346,4,25
840,83,45,1,31.8819446,-94.5202804,4,25
840,83,48,1,31.3143036,-96.6110675,8,21
840,83,49,1,31.4304618,-96.5963949,8,21
840,83,51,1,31.1829158,-97.9068817,53,20
840,83,52,1,31.1320902,-98.0448208,53,20
840,83,53,1,31.4345362,-98.1724883,53,20
840,83,56,1,32.6077902,-94.701781,4,25
840,83,57,1,32.4388568,-94.1555047,4,25
840,83,58,1,32.1808084,-95.7430805,4,25
840,83,60,1,32.5698812,-96.1349747,8,21
840,83,63,1,32.6900934,-97.7298261,8,21
840,83,64,1,32.1649434,-98.0495578,33,21
840,83,68,1,33.3601066,-94.7471681,4,25
840,83,69,1,33.5678857,-94.5044339,4,25
840,83,70,1,33.0520824,-95.8107075,8,21
840,83,71,1,33.2195339,-95.4858724,8,25
840,83,72,1,33.6818377,-96.7585531,8,21
840,83,75,1,33.5610847,-97.2713009,8,21
840,83,76,1,33.3624717,-98.9245219,33,21
840,83,135,1,30.7848996,-95.8000355,8,21
840,83,136,1,30.7618885,-96.7200416,8,21
840,83,139,1,30.6915827,-97.5857079,8,21
840,83,140,1,30.2495701,-98.0582098,53,20
840,83,147,1,31.8546877,-95.9711149,4,21
840,83,159,1,32.2333023,-95.5174446,4,25
840,83,214,1,28.781686,-97.2202749,6,21
840,83,237,1,30.5287787,-96.1971289,8,21
840,83,273,1,33.3677874,-96.0651288,8,21
840,83,306,1,28.6112037,-96.2152819,6,37
840,83,307,0,27.9864697,-97.2305209,6,37
840,83,308,1,28.5116467,-98.1198269,7,21
840,83,311,1,29.9141577,-94.0432501,6,37
840,83,312,0,29.1806007,-95.6187829,6,37
840,83,313,1,29.7269807,-96.0804439,6,21
840,83,314,1,29.2133329,-97.1483412,8,21
840,83,315,1,29.0939087,-98.6416779,7,36
840,83,317,1,29.5379301,-100.0117796,53,20
840,83,321,1,30.5957539,-94.1845047,3,25
840,83,323,1,30.2009897,-96.6532289,8,21
840,83,324,1,30.0926544,-97.7817189,8,21
840,83,333,1,31.6172317,-93.9263149,4,25
840,83,334,1,31.1248877,-94.0901569,4,25
840,83,335,1,31.5634237,-95.3001789,4,25
840,83,336,1,31.8611947,-96.2228399,8,21
840,83,337,1,31.3255877,-97.2409279,8,21
840,83,347,1,30.7308697,-93.6459209,3,25
840,83,348,1,32.3870612,-94.5702105,4,25
840,83,349,1,32.0682917,-95.2839819,4,25
840,83,350,1,32.7789408,-96.0240475,8,21
840,83,351,1,32.3141319,-97.4981958,8,21
840,83,352,1,32.6265908,-98.3699292,33,21
840,83,357,0,33.0955235,-94.0448296,4,25
840,83,359,1,33.1368767,-96.1615219,8,21
840,83,360,1,33.2866481,-97.5540547,33,21
840,83,439,1,31.5930797,-99.4248794,33,19
840,83,901,1,26.2449087,-97.3490589,7,37
840,83,902,1,28.5204581,-97.0481342,6,37
840,83,903,1,28.5408937,-96.9822745,7,36
840,88,2,0,39.2649107,-77.5849759,10,29
840,88,3,1,38.2891547,-79.4594489,13,28
840,88,4,1,38.1909534,-79.1647743,13,28
840,88,5,1,38.5758867,-78.5051729,13,28
840,88,7,1,38.8163337,-78.5638129,13,28
840,88,10,1,38.1740529,-77.2184791,4,27
840,88,12,1,38.6248921,-77.5897828,11,29
840,88,13,1,37.2138017,-82.4750989,21,28
840,88,14,1,37.0178877,-81.9476239,21,28
840,88,17,1,37.4881381,-79.873929,13,28
840,88,19,1,37.6105326,-79.2389683,11,29
840,88,21,1,37.8976577,-78.6894059,11,29
840,88,22,1,37.9095168,-78.5422838,11,29
840,88,23,1,37.7014449,-78.7872126,11,29
840,88,24,1,37.3326887,-78.9826802,11,29
840,88,25,1,37.2478937,-77.8286969,11,29
840,88,26,1,37.9811797,-77.8218239,11,29
840,88,28,1,37.2171627,-77.6223439,11,29
840,88,29,1,37.6595013,-76.341428,4,30
840,88,30,1,37.8800004,-76.6789481,4,27
840,88,31,1,37.0842847,-76.9863819,4,27
840,88,32,1,37.5482647,-75.7320849,4,30
840,88,37,1,36.7674727,-80.1918559,23,29
840,88,39,1,36.6058887,-79.7629019,11,29
840,88,40,1,36.6309512,-79.2532438,11,29
840,88,41,1,36.8559727,-78.5908119,11,29
840,88,42,1,36.6079187,-78.0088473,11,29
840,88,43,1,36.6057147,-77.1454409,4,27
840,88,44,1,36.5960851,-77.2865338,4,27
840,88,48,1,36.7293227,-76.0167249,3,27
840,88,49,1,37.2315367,-78.2602839,11,29
840,88,50,1,36.6143533,-78.4553951,11,29
840,88,51,1,37.0463681,-79.076783,11,29
840,88,127,1,37.1015582,-77.1604648,4,27
840,88,134,1,36.7021737,-82.7480769,13,28
840,88,902,1,37.5630157,-79.4547359,13,28
840,88,904,1,37.7915727,-79.9541849,13,28
840,88,906,1,37.4121017,-80.5227969,13,28
840,88,910,1,37.4990712,-76.4739316,4,27
840,88,914,1,37.7338847,-76.7997409,4,27
840,88,915,1,37.2558307,-76.9600889,4,27
840,88,916,1,37.9864539,-75.4288763,4,30
840,88,918,1,36.7154737,-76.5594699,3,27
840,88,923,1,38.9058083,-78.1992324,13,28
840,88,924,1,37.2214017,-82.4477379,21,28
840,90,1,1,37.7296134,-80.8195996,22,28
840,90,2,1,37.9457139,-80.7326693,22,28
840,90,3,1,37.6627657,-80.3143619,13,28
840,90,5,1,37.3039582,-81.1552555,21,28
840,90,6,1,37.6168997,-81.1148229,21,28
840,90,7,1,37.5320007,-81.7666849,21,28
840,90,14,1,38.793062,-81.4097591,22,28
840,90,16,1,38.7133034,-81.0222682,22,28
840,90,19,1,38.5848407,-81.7998809,22,28
840,90,20,1,38.2174027,-81.9661949,21,28
840,90,21,1,38.2356237,-81.7243649,21,28
840,90,25,1,38.7115697,-80.4944239,22,28
840,90,26,1,38.8296121,-80.7951792,22,28
840,90,27,1,38.0801867,-80.2288669,13,28
840,90,28,1,38.566293,-80.8973158,22,28
840,90,29,1,38.2958347,-80.5232839,24,28
840,90,30,1,38.3707667,-79.8181159,13,28
840,90,31,1,38.5618406,-79.4290148,13,28
840,90,36,1,39.0904426,-81.0341349,22,28
840,90,37,1,39.9139422,-80.7304852,22,28
840,90,38,1,39.4199317,-80.2029429,22,28
840,90,39,1,39.0491547,-80.5250999,22,28
840,90,41,1,39.652653,-80.7730165,22,28
840,90,42,1,39.3782737,-80.8687829,22,28
840,90,43,1,39.5044097,-80.5872959,22,28
840,90,48,1,39.1823897,-78.5094379,13,28
840,90,140,1,39.1928067,-80.0991062,22,28
840,90,149,1,38.9686037,-78.8453529,13,28
840,90,150,1,39.4443357,-78.1386329,13,28
840,90,902,1,38.9091007,-79.6994249,24,28
840,90,951,1,38.6777833,-79.8369271,24,28
